ID,Nom,Effet,Rareté,Set
OP05-032_p1,"Pica","[End of Your Turn] ①: Set this Character as active.<br>[Once Per Turn] If this Character would be K.O.'d, you may rest up to 1 of your Characters with a cost of 3 or more other than [Pica] instead.",SR,"OP-05"
OP05-033,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Play up to 1 {Donquixote Pirates} type Character card with a cost of 2 or less from your hand.",C,"OP-05"
OP05-034,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"OP-05"
OP05-034_p1,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"OP-05"
OP05-034_p2,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Donquixote Pirates} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-034_p3,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Donquixote Pirates} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-034_p4,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Donquixote Pirates} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-034_p5,"Baby 5","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Donquixote Pirates} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-035,"Bellamy","-",C,"OP-05"
OP05-036,"Monet","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Block] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",UC,"OP-05"
OP05-036_p1,"Monet","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)<br>[OnBlock] Rest up to 1 of your opponent's Characters with acost of 4 or less.",UC,"Event Pack Vol.3"
OP05-037,"Because the Side of Justice Will Be Whichever Side Wins!!","[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.",R,"OP-05"
OP05-038,"Charlestone","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, you may trash 1 card from your hand. If you do, set up to 3 of your DON!! cards as active.",C,"OP-05"
OP05-039,"Stick-Stickem Meteora","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",UC,"OP-05"
OP05-040,"Birdcage","If your Leader is [Donquixote Doflamingo], all Characters with a cost of 5 or less do not become active in your and your opponent's Refresh Phases.<br>[End of Your Turn] If you have 10 DON!! cards on your field, K.O. all rested Characters with a cost of 5 or less. Then, trash this Stage.",C,"OP-05"
OP05-041,"Sakazuki","[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Draw 1 card.<br>[When Attacking] Give up to 1 of your opponent's Characters −1 cost during this turn.",L,"OP-05"
OP05-041_p1,"Sakazuki","[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Draw 1 card.<br>[When Attacking] Give up to 1 of your opponent's Characters −1 cost during this turn.",L,"OP-05"
OP05-042,"Issho","[On Play] Up to 1 of your opponent's Characters with a cost of 7 or less cannot attack until the start of your next turn.",R,"OP-05"
OP05-043,"Ulti","[On Play] If your Leader is multicolored, look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the top or bottom of the deck in any order.",SR,"OP-05"
OP05-043_p1,"Ulti","[On Play] If your Leader is multicolored, look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the top or bottom of the deck in any order.",SR,"OP-05"
OP05-043_p2,"Ulti","[On Play] If your Leader is multicolored, look at 3 cards
                    from the top of your deck and add up to 1 card to your hand.
                    Then, place the rest at the top or bottom of the deck in any
                    order.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-043_p3,"Ulti","[On Play] If your Leader is multicolored, look at 3 cards
                    from the top of your deck and add up to 1 card to your hand.
                    Then, place the rest at the top or bottom of the deck in any
                    order.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-044,"John Giant","-",C,"OP-05"
OP05-045,"Stainless","[Activate: Main] You may trash 1 card from your hand and rest this Character: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",C,"OP-05"
OP05-046,"Dalmatian","[On K.O.] Draw 1 card and place 1 card from your hand at the bottom of your deck.",C,"OP-05"
OP05-047,"Basil Hawkins","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Block] Draw 1 card if you have 3 or less cards in your hand. Then, this Character gains +1000 power during this battle.",C,"OP-05"
OP05-048,"Bastille","[DON!! x1] [When Attacking] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",UC,"OP-05"
OP05-049,"Haccha","[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 3 or less to the owner's hand.",UC,"OP-05"
OP05-050,"Hina","[On Play] Draw 1 card if you have 5 or less cards in your hand.",R,"OP-05"
OP05-051,"Borsalino","[On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.",SR,"OP-05"
OP05-051_p1,"Borsalino","[On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.",SR,"OP-05"
OP05-051_p2,"Borsalino","[On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.",SP CARD,"-WINGS OF THE CAPTAIN-[OP06]"
OP05-052,"Maynard","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"OP-05"
OP05-053,"Mozambia","[Your Turn] [Once Per Turn] When you draw a card outside of your Draw Phase, this Character gains +2000 power during this turn.",C,"OP-05"
OP05-054,"Monkey.D.Garp","[On Play] Draw 2 cards and place 2 cards from your hand at the bottom of your deck in any order.",UC,"OP-05"
OP05-055,"X.Drake","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",R,"OP-05"
OP05-055_p1,"X.Drake","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",R,"OP-05"
OP05-056,"X.Barrels","[On Play] You may place 1 of your Characters other than this Character at the bottom of your deck: Draw 1 card.",C,"OP-05"
OP05-057,"Hound Blaze","[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",R,"OP-05"
OP05-057_p1,"Hound Blaze","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, place up to 1 Character with a
                    cost of 2 or less at the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-057_p2,"Hound Blaze","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, place up to 1 Character with a
                    cost of 2 or less at the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-057_p3,"Hound Blaze","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, place up to 1 Character with a
                    cost of 2 or less at the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-057_p4,"Hound Blaze","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, place up to 1 Character with a
                    cost of 2 or less at the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-058,"It's a Waste of Human Life!!","[Main] Place all Characters with a cost of 3 or less at the bottom of the owner's deck. Then, you and your opponent trash cards from your hands until you each have 5 cards in your hands.",C,"OP-05"
OP05-059,"Let Us Begin the World of Violence!!!","[Main] If your Leader is multicolored, draw 1 card. Then, return up to 1 Character with a cost of 5 or less to the owner's hand.",UC,"OP-05"
OP05-060,"Monkey.D.Luffy","[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: If you have 0 or 3 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",L,"OP-05"
OP05-060_p1,"Monkey.D.Luffy","[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: If you have 0 or 3 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",L,"OP-05"
OP05-060_p3,"Monkey.D.Luffy","[Activate: Main] [Once Per Turn] You may add 1 card from the
                    top of your Life cards to your hand: If you have 0 or 3 or
                    more DON!! cards on your field, add up to 1 DON!! card from
                    your DON!! deck and set it as active.",L,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-061,"Uso-Hachi","[DON!! x1] [When Attacking] If you have 8 or more DON!! cards on your field, rest up to 1 of your opponent's Characters with a cost of 4 or less.",UC,"OP-05"
OP05-061_p1,"Uso-Hachi","[DON!! x1] [When Attacking] If you have 8 or more DON!!
                    cards on your field, rest up to 1 of your opponent's
                    Characters with a cost of 4 or less.",UC,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-062,"O-Nami","If you have 10 DON!! cards on your field, this Character gains [Blocker].<br>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",UC,"OP-05"
OP05-063,"O-Robi","[On Play] If you have 8 or more DON!! cards on your field, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",C,"OP-05"
OP05-063_p1,"O-Robi","[On Play] If you have 8 or more DON!! cards on your field,
                    K.O. up to 1 of your opponent's Characters with a cost of 3
                    or less.",C,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-064,"Killer","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Kid Pirates} type card other than [Killer] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"OP-05"
OP05-065,"San-Gorou","-",C,"OP-05"
OP05-066,"Jinbe","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[Opponent's Turn] If you have 10 DON!! cards on your field, this Character gains +1000 power.",C,"OP-05"
OP05-066_p1,"Jinbe","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[Opponent's
                    Turn] If you have 10 DON!! cards on your field, this
                    Character gains +1000 power.",C,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-067,"Zoro-Juurou","[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",R,"OP-05"
OP05-067_p1,"Zoro-Juurou","[When Attacking] If you have 3 or less Life cards, add up to 1 DON!! card from your DON!! deck and set it as active.",R,"OP-05"
OP05-067_p3,"Zoro-Juurou","[When Attacking] If you have 3 or less Life cards, add up to
                    1 DON!! card from your DON!! deck and set it as active.",R,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-067_p4,"Zoro-Juurou","[When Attacking] If you have 3 or less Life cards, add up to
                    1 DON!! card from your DON!! deck and set it as active.",SP CARD,"-EMPERORS IN THE NEW WORLD- [OP-09]"
OP05-068,"Chopa-Emon","[On Play] If you have 8 or more DON!! cards on your field, set up to 1 of your purple {Straw Hat Crew} type Characters with 6000 power or less as active.",C,"OP-05"
OP05-068_p1,"Chopa-Emon","[On Play] If you have 8 or more DON!! cards on your field,
                    set up to 1 of your purple {Straw Hat Crew} type Characters
                    with 6000 power or less as active.",C,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-069,"Trafalgar Law","[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",SR,"OP-05"
OP05-069_p1,"Trafalgar Law","[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",SR,"OP-05"
OP05-069_p2,"Trafalgar Law","[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",SR,"OP-05"
OP05-069_p3,"Trafalgar Law","[When Attacking] If your opponent has more DON!! cards on
                    their field than you, look at 5 cards from the top of your
                    deck; reveal up to 1 {Heart Pirates} type card and add it to
                    your hand. Then, place the rest at the bottom of your deck
                    in any order.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-070,"Fra-Nosuke","[DON!! x1] If you have 8 or more DON!! cards on your field, this Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",UC,"OP-05"
OP05-070_p1,"Fra-Nosuke","[DON!! x1] If you have 8 or more DON!! cards on your field,
                    this Character gains [Rush].<br>(This card can attack on
                    the turn in which it is played.)",UC,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-071,"Bepo","[When Attacking] If your opponent has more DON!! cards on their field than you, give up to 1 of your opponent's Characters −2000 power during this turn.",R,"OP-05"
OP05-072,"Hone-Kichi","[On Play] If you have 8 or more DON!! cards on your field, give up to 2 of your opponent's Characters −2000 power during this turn.",C,"OP-05"
OP05-072_p1,"Hone-Kichi","[On Play] If you have 8 or more DON!! cards on your field,
                    give up to 2 of your opponent's Characters −2000 power
                    during this turn.",C,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-073,"Miss Doublefinger(Zala)","[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.",UC,"OP-05"
OP05-073_p1,"Miss Doublefinger(Zala)","[On Play] You may trash 1 card from your hand: Add up to 1
                    DON!! card from your DON!! deck and rest it.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-073_p2,"Miss Doublefinger(Zala)","[On Play] You may trash 1 card from your hand: Add up to 1
                    DON!! card from your DON!! deck and rest it.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-073_p3,"Miss Doublefinger(Zala)","[On Play] You may trash 1 card from your hand: Add up to 1
                    DON!! card from your DON!! deck and rest it.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-074,"Eustass"Captain"Kid","[Blocker]<br>[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",SR,"OP-05"
OP05-074_p1,"Eustass"Captain"Kid","[Blocker]<br>[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",SR,"OP-05"
OP05-074_p2,"Eustass"Captain"Kid","[Blocker]<br>[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",SR,"OP-05"
OP05-074_p3,"Eustass"Captain"Kid","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)<br>[YourTurn] [Once Per Turn] When a DON!! card on your field isreturned to your DON!! deck, add up to 1 DON!! card fromyour DON!! deck and set it as active.",SP CARD,"-500 YEARS IN THE FUTURE- [OP-07]"
OP05-074_p4,"Eustass"Captain"Kid","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[Your
                    Turn] [Once Per Turn] When a DON!! card on your field is
                    returned to your DON!! deck, add up to 1 DON!! card from
                    your DON!! deck and set it as active.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-074_p5,"Eustass"Captain"Kid","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[Your
                    Turn] [Once Per Turn] When a DON!! card on your field is
                    returned to your DON!! deck, add up to 1 DON!! card from
                    your DON!! deck and set it as active.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-074_p6,"Eustass"Captain"Kid","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[Your
                    Turn] [Once Per Turn] When a DON!! card on your field is
                    returned to your DON!! deck, add up to 1 DON!! card from
                    your DON!! deck and set it as active.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-075,"Mr.1(Daz.Bonez)","[On Your Opponent's Attack] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 {Baroque Works} type Character card with a cost of 3 or less from your hand.",C,"OP-05"
OP05-076,"When You're at Sea You Fight against Pirates!!","[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Straw Hat Crew}, {Kid Pirates}, or {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"OP-05"
OP05-076_p1,"When You're at Sea You Fight against Pirates!!","[Main] Look at 3 cards from the top of your deck; reveal up
                    to 1 {Straw Hat Crew}, {Kid Pirates}, or {Heart Pirates}
                    type card and add it to your hand. Then, place the rest at
                    the bottom of your deck in any order.",R,"-Purple Monkey.D.Luffy- [ST-18]"
OP05-077,"Gamma Knife","[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −5000 power during this turn.",C,"OP-05"
OP05-078,"Punk Rotten","[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your {Kid Pirates} type Leader or Character cards gains +5000 power during this turn.",UC,"OP-05"
OP05-079,"Viola","[On Play] Your opponent places 3 cards from their trash at the bottom of their deck in any order.",UC,"OP-05"
OP05-080,"Elizabello II","[When Attacking] [Once Per Turn] You may return 20 cards from your trash to your deck and shuffle it: This Character gains [Double Attack] and +10000 power during this battle.<br>(This card deals 2 damage.)",UC,"OP-05"
OP05-081,"One-Legged Toy Soldier","[Activate: Main] You may trash this Character: Give up to 1 of your opponent's Characters −3 cost during this turn.",UC,"OP-05"
OP05-081_p1,"One-Legged Toy Soldier","[Activate: Main] You may trash this Character: Give up to 1
                    of your opponent's Characters −3 cost during this turn.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-081_p2,"One-Legged Toy Soldier","[Activate: Main] You may trash this Character: Give up to 1
                    of your opponent's Characters −3 cost during this turn.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-081_p3,"One-Legged Toy Soldier","[Activate: Main] You may trash this Character: Give up to 1
                    of your opponent's Characters −3 cost during this turn.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-081_p4,"One-Legged Toy Soldier","[Activate: Main] You may trash this Character: Give up to 1
                    of your opponent's Characters −3 cost during this turn.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-082,"Shirahoshi","[Activate: Main] You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: If your opponent has 6 or more cards in their hand, your opponent trashes 1 card from their hand.",R,"OP-05"
OP05-082_p1,"Shirahoshi","[Activate: Main] You may rest this Character and place 2
                    cards from your trash at the bottom of your deck in any
                    order: If your opponent has 6 or more cards in their hand,
                    your opponent trashes 1 card from their hand.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-082_p2,"Shirahoshi","[Activate: Main] You may rest this Character and place 2
                    cards from your trash at the bottom of your deck in any
                    order: If your opponent has 6 or more cards in their hand,
                    your opponent trashes 1 card from their hand.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-082_p3,"Shirahoshi","[Activate: Main] You may rest this Character and place 2
                    cards from your trash at the bottom of your deck in any
                    order: If your opponent has 6 or more cards in their hand,
                    your opponent trashes 1 card from their hand.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-082_p4,"Shirahoshi","[Activate: Main] You may rest this Character and place 2
                    cards from your trash at the bottom of your deck in any
                    order: If your opponent has 6 or more cards in their hand,
                    your opponent trashes 1 card from their hand.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-083,"Sterry","-",C,"OP-05"
OP05-084,"Saint Charlos","[Your Turn] If the only Characters on your field are {Celestial Dragons} type Characters, give all of your opponent's Characters −4 cost.",C,"OP-05"
OP05-085,"Nefeltari Cobra","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] Trash 1 card from the top of your deck.",UC,"OP-05"
OP05-086,"Nefeltari Vivi","If you have 10 or more cards in your trash, this Character gains [Blocker].<br>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",R,"OP-05"
OP05-087,"Hakuba","[DON!! x1] [When Attacking] You may K.O. 1 of your Characters other than this Character: Give up to 1 of your opponent's Characters −5 cost during this turn.",C,"OP-05"
OP05-088,"Mansherry","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: Add up to 1 black Character card with a cost of 3 to 5 from your trash to your hand.",R,"OP-05"
OP05-088_p1,"Mansherry","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: Add up to 1 black Character card with a cost of 3 to 5 from your trash to your hand.",R,"OP-05"
OP05-089,"Saint Mjosgard","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character and 1 of your Characters: Add up to 1 black Character card with a cost of 1 from your trash to your hand.",C,"OP-05"
OP05-090,"Riku Doldo III","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play]/[On K.O.] Up to 1 of your {Dressrosa} type Characters gains +2000 power during this turn.",C,"OP-05"
OP05-091,"Rebecca","[Blocker]<br>[On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.",SR,"OP-05"
OP05-091_p1,"Rebecca","[Blocker]<br>[On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.",SR,"OP-05"
OP05-091_p2,"Rebecca","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.",SP CARD,"-WINGS OF THE CAPTAIN-[OP06]"
OP05-092,"Saint Rosward","[Your Turn] If the only Characters on your field are {Celestial Dragons} type Characters, give all of your opponent's Characters −6 cost.",C,"OP-05"
OP05-093,"Rob Lucci","[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less.",SR,"OP-05"
OP05-093_p1,"Rob Lucci","[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less.",SR,"OP-05"
OP05-093_p2,"Rob Lucci","[On Play] You may place 3 cards from your trash at the
                    bottom of your deck in any order: K.O. up to 1 of your
                    opponent's Characters with a cost of 2 or less and up to 1
                    of your opponent's Characters with a cost of 1 or less.",SP CARD,"-EMPERORS IN THE NEW WORLD- [OP-09]"
OP05-094,"Haute Couture Patch★Work","[Main] Give up to 1 of your opponent's Characters −3 cost during this turn. Then, up to 1 of your opponent's Characters with a cost of 0 will not become active in the next Refresh Phase.",R,"OP-05"
OP05-095,"Dragon Claw","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 15 or more cards in your trash, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",C,"OP-05"
OP05-096,"I Bid 500 Million!!","[Main] Choose one:<br>• K.O. up to 1 of your opponent's Characters with a cost of 1 or less.<br>• Return up to 1 of your opponent's Characters with a cost of 1 or less to the owner's hand.<br>• Place up to 1 of your opponent's Characters with a cost of 1 or less at the top or bottom of their Life cards face-up.<br>Then, if you have a {Celestial Dragons} type Character, draw 1 card.",UC,"OP-05"
OP05-097,"Mary Geoise","[Your Turn] The cost of playing {Celestial Dragons} type Character cards with a cost of 2 or more from your hand will be reduced by 1.",C,"OP-05"
OP05-098,"Enel","[Opponent's Turn] [Once Per Turn] When your number of Life cards becomes 0, add 1 card from the top of your deck to the top of your Life cards. Then, trash 1 card from your hand.",L,"OP-05"
OP05-098_p1,"Enel","[Opponent's Turn] [Once Per Turn] When your number of Life cards becomes 0, add 1 card from the top of your deck to the top of your Life cards. Then, trash 1 card from your hand.",L,"OP-05"
OP05-099,"Amazon","[On Your Opponent's Attack] You may rest this Character: Your opponent may trash 1 card from the top of their Life cards. If they do not, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",UC,"OP-05"
OP05-100,"Enel","[Rush]<br>[Once Per Turn] If this Character would leave the field, you may trash 1 card from the top of your Life cards instead. If there is a [Monkey.D.Luffy] Character, this effect is negated.",SR,"OP-05"
OP05-100_p1,"Enel","[Rush]<br>[Once Per Turn] If this Character would leave the field, you may trash 1 card from the top of your Life cards instead. If there is a [Monkey.D.Luffy] Character, this effect is negated.",SR,"OP-05"
OP05-100_p2,"Enel","[Rush]<br>[Once Per Turn] If this Character would leave the field, you may trash 1 card from the top of your Life cards instead. If there is a [Monkey.D.Luffy] Character, this effect is negated.",SP CARD,"OP-05"
OP05-101,"Ohm","If you have 2 or less Life cards, this Character gains +1000 power.<br>[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Holly] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Holly] from your hand.",R,"OP-05"
OP05-102,"Gedatsu","[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.",R,"OP-05"
OP05-102_p1,"Gedatsu","[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.",R,"OP-05"
OP05-103,"Kotori","[On Play] If you have [Hotori], K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.",UC,"OP-05"
OP05-104,"Conis","[On Play] You may place 1 of your Stages at the bottom of your deck: Draw 1 card and trash 1 card from your hand.",UC,"OP-05"
OP05-105,"Satori","-",R,"OP-05"
OP05-105_p1,"Satori","-",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-105_p2,"Satori","-",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-105_p3,"Satori","-",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-105_p4,"Satori","-",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-106,"Shura","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Sky Island} type card other than [Shura] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"OP-05"
OP05-106_p1,"Shura","[On Play] Look at 5 cards from the top of your deck; revealup to 1 {Sky Island} type card other than [Shura] and add itto your hand. Then, place the rest at the bottom of yourdeck in any order.",R,"Tournament Pack Vol.7"
OP05-107,"Lieutenant Spacey","[Your Turn] [Once Per Turn] When a card is added to your hand from your Life, this Character gains +2000 power during this turn.",C,"OP-05"
OP05-108,"Nola","-",C,"OP-05"
OP05-109,"Pagaya","[Once Per Turn] When a [Trigger] activates, draw 2 cards and trash 2 cards from your hand.",C,"OP-05"
OP05-110,"Holly","-",C,"OP-05"
